seed,model_id,model_family,model_size_label,identity_frame,axis_name,prompt_index,prompt,difficulty,selected_short_label,selected_label,selected_type,selection_confidence,selection_text,selection_details_json,baseline_text,foil_text,baseline_axis_score,foil_axis_score,axis_gap,style_distance,semantic_overlap,chose_self_baseline
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,0,Explain why museum labels matter.,near_contrary,1,FIRST,self_baseline,0.7310585975646973,about,"{""raw_logit_scores"": {""1"": 1063.0, ""2"": 1061.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -12.0, ""2"": -13.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,0.012146641050501849,0.012146641050501849,0.0,0.0,0.9999999999999999,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,0,Explain why museum labels matter.,medium_contrary,1,FIRST,self_baseline,0.7310585975646973,about,"{""raw_logit_scores"": {""1"": 1063.0, ""2"": 1061.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -12.0, ""2"": -13.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,0.012146641050501849,0.012146641050501849,0.0,0.0,0.9999999999999999,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,0,Explain why museum labels matter.,far_alt_frame,1,FIRST,far_alt_frame,0.7310585975646973,I,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1073.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 0.0, ""2"": -1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question about the museum label. I have a question,The museum label is a list of items that are in the list.,0.012146641050501849,0.04421443922035121,0.032067798169849365,1.7439259128167923,0.4160251471689218,0.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,1,Explain why oral histories matter.,near_contrary,1,FIRST,near_contrary,0.5,,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","I have a list of the following:

1. The list of the following:

2. The list of the following:

3. The list of the following:

4. The list of the following:

5. The list of the following:

6. The list of the following:

7. The list of the following:

8. The list of the following:

9. The list","I have a list of the following:

1. The list of the following:

2. The list of the following:

3. The list of the following:

4. The list of the following:

5. The list of the following:

6. The list of the following:

7. The list of the following:

8. The list of the following:

9. The list",0.05351598397086421,0.05351598397086421,0.0,0.0,1.0,0.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,1,Explain why oral histories matter.,medium_contrary,1,FIRST,self_baseline,0.5,,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","I have a list of the following:

1. The list of the following:

2. The list of the following:

3. The list of the following:

4. The list of the following:

5. The list of the following:

6. The list of the following:

7. The list of the following:

8. The list of the following:

9. The list","I have a list of the following:

1. The list of the following:

2. The list of the following:

3. The list of the following:

4. The list of the following:

5. The list of the following:

6. The list of the following:

7. The list of the following:

8. The list of the following:

9. The list",0.05351598397086421,0.05351598397086421,0.0,0.0,1.0,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,1,Explain why oral histories matter.,far_alt_frame,2,SECOND,self_baseline,0.7310585975646973,:,"{""raw_logit_scores"": {""1"": 1070.0, ""2"": 1070.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -5.0, ""2"": -4.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""2""}","I have a list of the following:

1. The list of the following:

2. The list of the following:

3. The list of the following:

4. The list of the following:

5. The list of the following:

6. The list of the following:

7. The list of the following:

8. The list of the following:

9. The list",The person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is the person who is,0.05351598397086421,0.03413959730188254,0.01937638666898167,1.849130228452878,0.37083853954364815,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,2,Explain why public transit matters.,near_contrary,2,SECOND,self_baseline,0.7310585975646973,.,"{""raw_logit_scores"": {""1"": 1070.0, ""2"": 1070.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -5.0, ""2"": -4.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""2""}",I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem,I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem,-0.0008232657717399464,-0.0008232657717399464,0.0,0.0,1.0,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,2,Explain why public transit matters.,medium_contrary,2,SECOND,self_baseline,0.7310585975646973,.,"{""raw_logit_scores"": {""1"": 1070.0, ""2"": 1070.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -5.0, ""2"": -4.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""2""}",I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem,I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem,-0.0008232657717399464,-0.0008232657717399464,0.0,0.0,1.0,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,2,Explain why public transit matters.,far_alt_frame,1,FIRST,self_baseline,0.7310585975646973,who,"{""raw_logit_scores"": {""1"": 1069.0, ""2"": 1067.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -6.0, ""2"": -7.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem with the public transit system. I have a problem,A person is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a person who is a,-0.0008232657717399464,0.020712187133568392,0.02153545290530834,1.4431350030980765,0.1834900069035797,1.0
11,EleutherAI/pythia-70m,pythia,70m,baseline_helpful,expansive_vs_terse,3,Explain why index cards still matter in research.,near_contrary,1,FIRST,self_baseline,0.7310585975646973,good,"{""raw_logit_scores"": {""1"": 1064.0, ""2"": 1062.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0}, ""corrected_scores"": {""1"": -11.0, ""2"": -12.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}","A:

I think the answer is that you are not a good person.
I think you are a good person.
I think you are a good person.

A:

I think you are a good person.
I think you are a good person.

A:

I think you are a good person.
I think you are a good person.
I think you are a good person.

A:","A:

I think the answer is that you are not a good person.
I think you are a good person.
I think you are a good person.

A:

I think you are a good person.
I think you are a good person.

A:

I think you are a good person.
I think you are a good person.
I think you are a good person.

A:",0.011763280800899152,0.011763280800899152,0.0,0.0,1.0,1.0
