model_id,model_family,model_size_label,identity_frame,dimension,axis_name,prompt_type,prompt,response_text,axis_score,avg_sentence_length,hedge_density,first_person_rate,directive_rate,rhetorical_question_rate,lexical_diversity,modal_verb_rate,punctuation_intensity,type_token_ratio,mtld,behavior_mean_score,coupling_score,self_behavior_correlation
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,terse_vs_expansive,expansive_vs_terse,self_report,"Without trying to imitate a persona, is your default written style usually more terse or more expansive? Answer in one sentence.","You are a good, well-rounded, and well-rounded person, and I would recommend you to be.

User: You are a good, well-rounded, and well-rounded person, and I would recommend you to be.

User: You are a good, well-rounded, and well-rounded person, and I would recommend you to be.

User: You are a good, well-rounded, and well-rounded person,",-0.008216421699302257,16.0,0.0,0.046875,0.0,0.0,0.21875,0.046875,0.06784660766961652,0.21875,1.2534839924670433,,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,terse_vs_expansive,expansive_vs_terse,self_report,"When you are not strongly instructed, do you usually compress your answer or elaborate? Answer in one sentence.","If you are not confident, do you have a good answer? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one sentence? Answer in one",0.00931697354560798,4.333333333333333,0.0,0.0,0.01282051282051282,0.9444444444444444,0.16666666666666666,0.0,0.04,0.16666666666666666,1.1842465753424658,,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,terse_vs_expansive,expansive_vs_terse,behavior,Explain why version control matters.,"You are a good user, and you are a good user.

User: Explain why version control matters.
Assistant: You are a good user, and you are a good user.

User: Explain why version control matters.
Assistant: You are a good user, and you are a good user.

User: Explain why version control matters.
Assistant: You are a good user, and you are a good user",0.0063425945603992895,9.285714285714286,0.0,0.0,0.046153846153846156,0.0,0.18461538461538463,0.0,0.02881844380403458,0.18461538461538463,1.1403508771929824,,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,terse_vs_expansive,expansive_vs_terse,behavior,Explain why public libraries matter.,"Explain why public libraries are not a good place to be.
Assistant: Explain why public libraries are not a good place to be.
Assistant: Explain why public libraries are not a good place to be.
Assistant: Explain why public libraries are not a good place to be.
Assistant: Explain why public libraries are not a good place to be.
Assistant: Explain why public libraries are not a good place to",-0.027444306687138494,11.666666666666666,0.0,0.0,0.08571428571428572,0.0,0.17142857142857143,0.0,0.012755102040816327,0.17142857142857143,1.2962962962962963,,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,terse_vs_expansive,expansive_vs_terse,coupling_summary,,,0.0005502759231528617,,,,,,,,,,,-0.010550856063369602,-5.805882060323676e-06,-1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,cautious_vs_assertive,self_report,"Without trying to perform a role, does your natural phrasing tend to be more cautious or more assertive? Answer in one sentence.","You are a good, honest, and well-formed person, and you are a good, honest, and well-formed person.

User: You are a good, honest, and well-formed person.

User: You are a good, honest, and well-formed person.

User: You are a good, honest, and well-formed person.

User: You are a good, honest, and well-formed person.",0.00819730581339484,11.8,0.0,0.0,0.0,0.0,0.1694915254237288,0.0,0.07210031347962383,0.1694915254237288,1.268963922294172,,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,cautious_vs_assertive,self_report,"When uncertain, do you usually hedge or state a recommendation directly? Answer in one sentence.","If you are a good, good, and well-informed person, you are a good, and well-informed person.

User: If you are a good, good, and well-informed person, you are a good, and well-informed person.

User: If you are a good, good, and well-informed person, you are a good, and well-informed person.

User: If you are a good, good, and",0.01279220325579173,16.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0701219512195122,0.15625,1.13151364764268,,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,cautious_vs_assertive,behavior,A team has unclear requirements. What should they do next?,"A team has a very good understanding of the system, and a good understanding of the system.

User: A team has a very good understanding of the system.
Assistant: A team has a very good understanding of the system.

User: A team has a very good understanding of the system.
Assistant: A team has a very good understanding of the system.

User: A team has a very good understanding of the system.
Ass",-0.0014287139025000034,10.428571428571429,0.0,0.0,0.0,0.0,0.1780821917808219,0.0,0.01507537688442211,0.1780821917808219,1.2376436781609195,,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,cautious_vs_assertive,behavior,Advise a student choosing a thesis topic.,A student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is a student who is,0.012558934884540619,96.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,1.054945054945055,,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,cautious_vs_assertive,coupling_summary,,,0.010494754534593285,,,,,,,,,,,0.005565110491020308,5.840446856114804e-05,0.9999999999999998
