model_id,model_family,model_size_label,identity_frame,dialogue_id,axis_name,condition,baseline_text,forced_text,return_text,baseline_axis_score,forced_axis_score,return_axis_score,return_to_baseline_index,semantic_overlap_with_baseline,semantic_overlap_with_forced,stylometric_distance_to_baseline,stylometric_distance_to_forced,filler_answers_json
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,return_01,expansive_vs_terse,prompt_only_immediate,,,"User prompt 4: Now write 180 to 220 words on why public libraries matter.
Previous assistant answer 2: 
User prompt 5: Now write 180 to 220 words on why public libraries matter.
Previous assistant answer 2: 
User prompt 6: Now write 180 to 220 words on why public libraries matter.
Previous assistant answer 2: 
User prompt 7: Now write 180 to 220 words on why public libraries matter.
Previous assistant answer 2: 
User prompt 8: Now write 180 to 220 words on why public libraries matter.
Previous assistant answer 2: 
User prompt 9: Now write 180 to 220 words on why public libraries matter.
Previous assistant answer 2: 
User prompt 10: Now write 180 to 220 words on why public libraries matter",0.0,0.0,-0.009774164406934772,-9773.164406934773,0.0,0.0,2.449489742783178,2.449489742783178,"[('In one sentence, define a notebook.', 'User prompt 4: Write the next assistant answer directly, without labels or markup.'), ('In one sentence, explain what a timetable is.', 'User prompt 5: In one sentence, write the next assistant answer directly, without labels or markup.')]"
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,return_01,expansive_vs_terse,prompt_only_delayed,,,"User prompt 6: Write the next assistant answer directly, without labels or markup.",0.0,0.0,0.014106364051469096,-14105.364051469096,0.0,0.0,2.449489742783178,2.449489742783178,"[('In one sentence, define a notebook.', 'User prompt 4: Write the next assistant answer directly, without labels or markup.'), ('In one sentence, explain what a timetable is.', 'User prompt 5: In one sentence, write the next assistant answer directly, without labels or markup.')]"
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,return_02,cautious_vs_assertive,prompt_only_immediate,"A student who has chosen a thesis topic that is too broad.
Write the next assistant answer directly, without labels or markup.","If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to do it.","If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to do it.
User prompt 4: If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to do it.
User prompt 5: If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to do it.
User prompt 6: If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to do it.
User prompt 7: If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to do it.
User prompt 8:",0.004622055605324256,0.017856008152073242,0.017053404979144177,0.06064727601930464,0.483045891539648,0.9710083124552245,1.4163587647483804,1.3299136699591614,"[('In one sentence, define a notebook.', 'If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to'), ('In one sentence, explain what a timetable is.', 'If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to')]"
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,return_02,cautious_vs_assertive,prompt_only_delayed,"A student who has chosen a thesis topic that is too broad.
Write the next assistant answer directly, without labels or markup.","If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to do it.","User prompt 6: If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to
User prompt 7: In one sentence, explain what a timetable is.
User prompt 8: If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to
User prompt 9: In one sentence, explain what a timetable is.
User prompt 10: If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to
User prompt 11: In one sentence, explain what a timetable is.
User prompt 12: If you are a student who has chosen a thesis topic that is too broad, you are not going to",0.004622055605324256,0.017856008152073242,0.015719170894180068,0.16146629288149472,0.49829280716634766,0.8433534439452322,1.461028141751592,1.3235580652765286,"[('In one sentence, define a notebook.', 'If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to'), ('In one sentence, explain what a timetable is.', 'If you are a student who has chosen a thesis topic that is too broad, you are not going to be able to')]"
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,return_03,collaborative_vs_authoritative,prompt_only_immediate,,"User prompt 3: Explain why peer review matters.
Previous assistant answer 1: 
User prompt 2: Rewrite the explanation so it sounds cold, official, and top-down.
Write the next assistant answer directly, without labels or markup.","User prompt 3: Re-write the explanation so it sounds cold, official, and top-down.",0.0,-0.007576519822202563,0.00033581458260351776,0.9556769347293949,0.0,0.6521113167513779,2.449489742783178,0.5529324269271757,"[('In one sentence, define a notebook.', 'User prompt 4: Explain why peer review matters.\nPrevious assistant answer 1: \nUser prompt 4:'), ('In one sentence, explain what a timetable is.', 'User prompt 4: Explain why peer review matters.\nPrevious assistant answer 3: User prompt 4: Explain')]"
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,return_03,collaborative_vs_authoritative,prompt_only_delayed,,"User prompt 3: Explain why peer review matters.
Previous assistant answer 1: 
User prompt 2: Rewrite the explanation so it sounds cold, official, and top-down.
Write the next assistant answer directly, without labels or markup.",,0.0,-0.007576519822202563,0.0,1.0,0.0,0.0,0.0,2.449489742783178,"[('In one sentence, define a notebook.', 'User prompt 4: Explain why peer review matters.\nPrevious assistant answer 1: \nUser prompt 4:'), ('In one sentence, explain what a timetable is.', 'User prompt 4: Explain why peer review matters.\nPrevious assistant answer 3: User prompt 4: Explain')]"
EleutherAI/pythia-70m,pythia,70m,family_self,return_01,expansive_vs_terse,prompt_only_immediate,A person who is not a member of a class is not a member of a class.,"A person who is not a member of a class is not a member of a class.
User prompt 3: Use the same name to create a new class.
User prompt 4: Use the same name to create a new class.
User prompt 5: Use the same name to create a new class.
User prompt 6: Use the same name to create a new class.
User prompt 7: Use the same name to create a new class.
User prompt 8: Use the same name to create a new class.
User prompt 9: Use the same name to create a new class.
User prompt 10: Use the same name to create a new class.
User prompt 11: Use the same name to create a new class.
User prompt 12: Use the","prompt 11: Use the same name to create a new class.
User prompt 12: Use the same name to create a new class.
User prompt 13: Use the same name to create a new class.
User prompt 14: Use the same name to create a new class.
User prompt 15: Use the same name to create a new class.
User prompt 16: Use the same name to create a new class.
User prompt 17: Use the same name to create a new class.
User prompt 18: Use the same name to create a new class.
User prompt 19: Use the same name to create a new class.
User prompt 20: Use the same name to create a new class.
User prompt 21: Use the same name to create a",0.03295225296325719,0.00046425586602022277,-0.006029192508708696,-0.1998722283584904,0.30722227984010153,0.9814540124360175,1.7513698175750827,0.29959422284449355,"[('In one sentence, define a notebook.', 'prompt 11: Use the same name to create a new class.\nUser prompt 12: Use the same name to create'), ('In one sentence, explain what a timetable is.', 'prompt 11: Use the same name to create a new class.\nUser prompt 12: Use the same name to create')]"
EleutherAI/pythia-70m,pythia,70m,family_self,return_01,expansive_vs_terse,prompt_only_delayed,A person who is not a member of a class is not a member of a class.,"A person who is not a member of a class is not a member of a class.
User prompt 3: Use the same name to create a new class.
User prompt 4: Use the same name to create a new class.
User prompt 5: Use the same name to create a new class.
User prompt 6: Use the same name to create a new class.
User prompt 7: Use the same name to create a new class.
User prompt 8: Use the same name to create a new class.
User prompt 9: Use the same name to create a new class.
User prompt 10: Use the same name to create a new class.
User prompt 11: Use the same name to create a new class.
User prompt 12: Use the","prompt 11: Use the same name to create a new class.
User prompt 12: Use the same name to create a new class.
User prompt 13: Use the same name to create a new class.
User prompt 14: Use the same name to create a new class.
User prompt 15: Use the same name to create a new class.
User prompt 16: Use the same name to create a new class.
User prompt 17: Use the same name to create a new class.
User prompt 18: Use the same name to create a new class.
User prompt 19: Use the same name to create a new class.
User prompt 20: Use the same name to create a new class.
User prompt 21: Use the same name to create a",0.03295225296325719,0.00046425586602022277,-0.006029192508708696,-0.1998722283584904,0.30722227984010153,0.9814540124360175,1.7513698175750827,0.29959422284449355,"[('In one sentence, define a notebook.', 'prompt 11: Use the same name to create a new class.\nUser prompt 12: Use the same name to create'), ('In one sentence, explain what a timetable is.', 'prompt 11: Use the same name to create a new class.\nUser prompt 12: Use the same name to create')]"
EleutherAI/pythia-70m,pythia,70m,family_self,return_02,cautious_vs_assertive,prompt_only_immediate,"A student who has chosen a thesis topic that is too broad.
Write the next assistant answer directly, without labels or markup.","A student who has chosen a thesis topic that is too broad.
User prompt 3: Use a student to create a thesis topic.
User prompt 4: Use a student to create a thesis topic.
User prompt 5: Use a student to create a thesis topic.
User prompt 6: Use a student to create a thesis topic.
User prompt 7: Use a student to create a thesis topic.
User prompt 8: Use a student to create a thesis topic.
User prompt 9: Use a student to create a thesis topic.
User prompt 10: Use a student to create a thesis topic.
User prompt 11: Use a student to create a thesis topic.
User prompt 12: Use a student to create a thesis topic.
User prompt 13: Use a","thesis topic.
User prompt 12: Use a student to create a thesis topic.
User prompt 13: Use a student to create a thesis topic.
User prompt 14: Use a student to create a thesis topic.
User prompt 15: Use a student to create a thesis topic.
User prompt 16: Use a student to create a thesis topic.
User prompt 17: Use a student to create a thesis topic.
User prompt 18: Use a student to create a thesis topic.
User prompt 19: Use a student to create a thesis topic.
User prompt 20: Use a student to create a thesis topic.
User prompt 21: Use a student to create a thesis topic.
User prompt 22: Use a student to create a thesis topic.
User prompt",0.004622055605324256,0.008442242745099408,0.007948472190849496,0.1292529753605146,0.4103909947434203,0.9957131878105285,1.590166676500481,0.38863346409051186,"[('In one sentence, define a notebook.', 'thesis topic.\nUser prompt 12: Use a student to create a thesis topic.\nUser prompt 13: Use a'), ('In one sentence, explain what a timetable is.', 'thesis topic.\nUser prompt 12: Use a student to create a thesis topic.\nUser prompt 13: Use a')]"
EleutherAI/pythia-70m,pythia,70m,family_self,return_02,cautious_vs_assertive,prompt_only_delayed,"A student who has chosen a thesis topic that is too broad.
Write the next assistant answer directly, without labels or markup.","A student who has chosen a thesis topic that is too broad.
User prompt 3: Use a student to create a thesis topic.
User prompt 4: Use a student to create a thesis topic.
User prompt 5: Use a student to create a thesis topic.
User prompt 6: Use a student to create a thesis topic.
User prompt 7: Use a student to create a thesis topic.
User prompt 8: Use a student to create a thesis topic.
User prompt 9: Use a student to create a thesis topic.
User prompt 10: Use a student to create a thesis topic.
User prompt 11: Use a student to create a thesis topic.
User prompt 12: Use a student to create a thesis topic.
User prompt 13: Use a","thesis topic.
User prompt 12: Use a student to create a thesis topic.
User prompt 13: Use a student to create a thesis topic.
User prompt 14: Use a student to create a thesis topic.
User prompt 15: Use a student to create a thesis topic.
User prompt 16: Use a student to create a thesis topic.
User prompt 17: Use a student to create a thesis topic.
User prompt 18: Use a student to create a thesis topic.
User prompt 19: Use a student to create a thesis topic.
User prompt 20: Use a student to create a thesis topic.
User prompt 21: Use a student to create a thesis topic.
User prompt 22: Use a student to create a thesis topic.
User prompt",0.004622055605324256,0.008442242745099408,0.007948472190849496,0.1292529753605146,0.4103909947434203,0.9957131878105285,1.590166676500481,0.38863346409051186,"[('In one sentence, define a notebook.', 'thesis topic.\nUser prompt 12: Use a student to create a thesis topic.\nUser prompt 13: Use a'), ('In one sentence, explain what a timetable is.', 'thesis topic.\nUser prompt 12: Use a student to create a thesis topic.\nUser prompt 13: Use a')]"
EleutherAI/pythia-70m,pythia,70m,family_self,return_03,collaborative_vs_authoritative,prompt_only_immediate,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[('In one sentence, define a notebook.', 'User prompt 4: In one sentence, define a notebook.'), ('In one sentence, explain what a timetable is.', 'User prompt 5: Explain why peer review matters.\nPrevious assistant answer 5:\nUser prompt 6: Expl')]"
EleutherAI/pythia-70m,pythia,70m,family_self,return_03,collaborative_vs_authoritative,prompt_only_delayed,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[('In one sentence, define a notebook.', 'User prompt 4: In one sentence, define a notebook.'), ('In one sentence, explain what a timetable is.', 'User prompt 5: Explain why peer review matters.\nPrevious assistant answer 5:\nUser prompt 6: Expl')]"
