pair_name,model_id,model_family,model_size_label,host_revision,donor_revision,control_kind,graft_mode,layer_label,boundary_layer_index,n_grafted_layers,blend_lambda,token_position,token_position_label,prompt_id,prompt_family,prompt_rank,prompt_clean_js,shuffled_prompt_id,donor_identity_fraction,js_to_host,js_to_donor,text_donor_identity_fraction,semantic_donor_identity_fraction,text_host_distance,text_donor_distance,semantic_host_overlap,semantic_donor_overlap,peak_drift,peak_drift_relative,end_drift,end_drift_relative,cad,recovery_fraction,persistence,next_token_kl,activation_norm_deviation,verbal_donor_claim,verbal_claim_confidence,host_completion_text,donor_completion_text,graft_completion_text,donor_source_revision
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,name_only,none,,-1,0,0.0,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.3738549993117269,0.1588452160358429,0.26603934168815613,0.5555159721443673,0.34800223799099594,1.511893214283299,1.2097084859281815,0.4662524041201569,0.0,,,,,,,,,,1.0,0.7310585975646973,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

Answer: First-come service.

Prompt: Should a hospital use first-come service or urgency",
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,single_layer,early,2,1,0.0,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.00045524871848241717,3.909072984242812e-05,0.08582766354084015,0.0,-3.3668761858216677e-16,0.0,1.2764919981853156,1.0000000000000002,0.3405026123034995,2.118326425552368,0.02153109945356846,2.118326425552368,0.019226277247071266,3.9516448974609375,0.0,1.0,0.0001575881615281105,0.008607624098658562,1.0,0.6548947095870972,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,single_layer,early,2,1,0.25,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.03843182280820077,0.0031718583777546883,0.0793602243065834,0.0,-3.3668761858216677e-16,0.0,1.2764919981853156,1.0000000000000002,0.3405026123034995,9.346248626708984,0.18967735767364502,9.346248626708984,0.08482807874679565,66.85651397705078,0.0,1.0,0.01208672858774662,0.008607624098658562,1.0,0.6548947095870972,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,single_layer,early,2,1,0.5,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.12667228434873207,0.012315386906266212,0.08490703999996185,0.355810230417011,0.41520489099182956,0.631048376247877,1.1425048335851569,0.41962716370814124,0.18257418583505536,18.372638702392578,0.3763972222805023,18.372638702392578,0.16675306856632233,133.83738708496094,0.0,1.0,0.04632631689310074,0.008607624098658562,1.0,0.7279754281044006,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

A:

The answer is yes.
The first-come service is a good idea.  It",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,single_layer,early,2,1,0.75,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.21090673913690194,0.026452161371707916,0.09896896779537201,0.355810230417011,0.41520489099182956,0.631048376247877,1.1425048335851569,0.41962716370814124,0.18257418583505536,26.69078826904297,0.5626787543296814,26.69078826904297,0.2422499656677246,197.87570190429688,0.0,1.0,0.10434737801551819,0.008607624098658562,1.0,0.7279754281044006,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

A:

The answer is yes.
The first-come service is a good idea.  It",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,single_layer,early,2,1,1.0,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.2794910841863486,0.043796107172966,0.11290337145328522,0.355810230417011,0.41520489099182956,0.631048376247877,1.1425048335851569,0.41962716370814124,0.18257418583505536,33.389408111572266,0.7498104572296143,33.389408111572266,0.30304771661758423,255.82122802734375,0.0,1.0,0.18290364742279053,0.008607624098658562,1.0,0.7279754281044006,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

A:

The answer is yes.
The first-come service is a good idea.  It",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,prefix,early,2,3,0.0,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.00045524871848241717,3.909072984242812e-05,0.08582766354084015,0.0,-3.3668761858216677e-16,0.0,1.2764919981853156,1.0000000000000002,0.3405026123034995,2.118326425552368,0.02153109945356846,2.118326425552368,0.019226277247071266,3.970701217651367,0.0,1.0,0.0001575881615281105,0.008607624098658562,1.0,0.6548947095870972,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,prefix,early,2,3,0.25,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.09569730429367862,0.008693533018231392,0.08215054124593735,0.3673632789727044,0.3995503618969593,0.6213898759216002,1.0700962128864293,0.5329708913388167,0.29814239699997197,15.579316139221191,0.3080023229122162,15.579316139221191,0.14140042662620544,117.06134033203125,0.0,1.0,0.03272976726293564,3.188241958618164,1.0,0.7057850360870361,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

The study was conducted in a tertiary care hospital in the city of Kolkata, India. The study was",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,prefix,early,2,3,0.5,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.21010176762387883,0.026235457509756088,0.09863477945327759,0.355810230417011,0.41520489099182956,0.631048376247877,1.1425048335851569,0.41962716370814124,0.18257418583505536,26.24337387084961,0.5286150574684143,26.24337387084961,0.23818914592266083,200.4593505859375,0.0,1.0,0.10349512845277786,6.222392559051514,1.0,0.7279754281044006,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

A:

The answer is yes.
The first-come service is a good idea.  It",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,prefix,early,2,3,0.75,-1,last_prompt_token,judgment_005,judgment,1,0.08252912014722824,,0.26516428537832804,0.03931518644094467,0.10895209014415741,0.355810230417011,0.41520489099182956,0.631048376247877,1.1425048335851569,0.41962716370814124,0.18257418583505536,31.55559730529785,0.673738956451416,31.55559730529785,0.2864037752151489,250.5165557861328,0.0,1.0,0.16126476228237152,9.16928768157959,1.0,0.7279754281044006,"

The aim of this study was to determine the effect of a hospital-based first-come service or urgency-","

The authors would like to thank the following for their contribution to this study: Dr. David H. H.","

A:

The answer is yes.
The first-come service is a good idea.  It",step64000
