pair_name,model_id,model_family,model_size_label,host_revision,donor_revision,control_kind,graft_mode,layer_label,boundary_layer_index,n_grafted_layers,blend_lambda,token_position,token_position_label,prompt_id,prompt_family,prompt_rank,prompt_clean_js,shuffled_prompt_id,donor_identity_fraction,js_to_host,js_to_donor,text_donor_identity_fraction,semantic_donor_identity_fraction,text_host_distance,text_donor_distance,semantic_host_overlap,semantic_donor_overlap,peak_drift,peak_drift_relative,end_drift,end_drift_relative,cad,recovery_fraction,persistence,next_token_kl,activation_norm_deviation,verbal_donor_claim,verbal_claim_confidence,host_completion_text,donor_completion_text,graft_completion_text,donor_source_revision
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,name_only,none,,-1,0,0.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.5236064158047757,0.11700218915939331,0.10645227134227753,0.49999999999975253,0.5335198793134244,1.0103629710818451,1.0103629710818451,0.3344968040028363,0.41812100500354543,,,,,,,,,,1.0,0.7138307690620422,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

Answer: Hospitals use triage systems to determine which patients are most",
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,single_layer,early,2,1,0.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.003024430665197372,0.00011175029794685543,0.03683745115995407,0.0,-7.216449660040072e-16,0.0,0.0,1.0000000000000002,0.6923076923076924,2.616488218307495,0.02410559356212616,2.616488218307495,0.02410559356212616,5.605867385864258,0.0,1.0,0.0004503491800278425,0.020414555445313454,1.0,0.6132365465164185,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

The triage system is a way to identify patients who are at risk",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,single_layer,early,2,1,1.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.5383292066344046,0.028404338285326958,0.02435954287648201,0.49999999999983635,0.38527154724459345,1.5280175731517802,1.5280175731517802,0.5726562866782,0.31814238148788887,22.28978157043457,1.1453382968902588,22.28978157043457,0.20535479485988617,225.76107788085938,0.0,1.0,0.12566564977169037,0.020414555445313454,1.0,0.7386690378189087,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

The triage system is a system of triage, which is a",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,prefix,early,2,3,0.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.003024430665197372,0.00011175029794685543,0.03683745115995407,0.0,-7.216449660040072e-16,0.0,0.0,1.0000000000000002,0.6923076923076924,2.616488218307495,0.02410559356212616,2.616488218307495,0.02410559356212616,5.6424760818481445,0.0,1.0,0.0004503491800278425,0.020414555445313454,1.0,0.6132365465164185,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

The triage system is a way to identify patients who are at risk",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,prefix,early,2,3,1.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.5383292066344046,0.028404338285326958,0.02435954287648201,0.4999999999997615,0.40380987957437864,1.0483824058683169,1.0483824058683169,0.5883484054145522,0.39223227027636814,22.28978157043457,1.1453382968902588,22.28978157043457,0.20535479485988617,250.64657592773438,0.0,1.0,0.12566564977169037,16.40854263305664,1.0,0.7170118689537048,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

The triage system is a system of triage that is used to",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,suffix,early,2,21,0.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.003024430665197372,0.00011175029794685543,0.03683745115995407,0.0,-7.216449660040072e-16,0.0,0.0,1.0000000000000002,0.6923076923076924,2.616488218307495,0.02410559356212616,2.616488218307495,0.02410559356212616,5.583147048950195,0.0,1.0,0.0004503491800278425,1.1091296672821045,1.0,0.6132365465164185,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

The triage system is a way to identify patients who are at risk",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,suffix,early,2,21,1.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.43730287686052655,0.11225573718547821,0.14444446563720703,0.0,-7.216449660040072e-16,0.0,0.0,1.0000000000000002,0.6923076923076924,70.58161163330078,1.3664664030075073,55.787837982177734,0.5139709711074829,581.1234130859375,0.2095981277387447,0.7904018722612554,0.9502320289611816,70.58160400390625,1.0,0.6132365465164185,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

The triage system is a way to identify patients who are at risk",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,single_layer,middle,12,1,0.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.003024430665197372,0.00011175029794685543,0.03683745115995407,0.0,-7.216449660040072e-16,0.0,0.0,1.0000000000000002,0.6923076923076924,2.616488218307495,0.02410559356212616,2.616488218307495,0.02410559356212616,5.303184509277344,0.0,1.0,0.0004503491800278425,0.03130844607949257,1.0,0.6132365465164185,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

The triage system is a way to identify patients who are at risk",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,single_layer,middle,12,1,1.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.5121360918534503,0.032750461250543594,0.03119828552007675,0.0,-7.216449660040072e-16,0.0,0.0,1.0000000000000002,0.6923076923076924,29.002485275268555,0.9775776267051697,29.002485275268555,0.2671986520290375,181.13941955566406,0.0,1.0,0.15726202726364136,0.03130844607949257,1.0,0.6132365465164185,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

The triage system is a way to identify patients who are at risk",step64000
later_host_young_donor,EleutherAI/pythia-410m-deduped,pythia,410m,step143000,step64000,primary,prefix,middle,12,13,0.0,-1,last_prompt_token,explanation_006,explanation,1,0.03672172874212265,,0.003024430665197372,0.00011175029794685543,0.03683745115995407,0.0,-7.216449660040072e-16,0.0,0.0,1.0000000000000002,0.6923076923076924,2.616488218307495,0.02410559356212616,2.616488218307495,0.02410559356212616,5.6424760818481445,0.0,1.0,0.0004503491800278425,0.03130844607949257,1.0,0.6132365465164185,"

The triage system is a way to identify patients who are at risk","

The most common reason for triage is to identify patients who are at","

The triage system is a way to identify patients who are at risk",step64000
