model_id,model_family,model_size_label,identity_frame,item_id,domain,paraphrase_index,paraphrase,proposition,pair_index,referent_a_key,referent_b_key,referent_a_text,referent_b_text,rank_a,rank_b,expected_direction,expected_relation_label,original_short_label,original_label,original_score,original_confidence,original_completion_text,original_details_json,swapped_short_label,swapped_label,swapped_score,swapped_confidence,swapped_completion_text,swapped_details_json,original_direction,swapped_direction,canonical_swapped_direction,pair_score_mean,pair_direction,tie_expected,original_correct,swapped_correct,swap_direction_match,pair_correct,tie_correct,non_tie_correct,magnitude_symmetry,pair_pass,cycle_free_ratio,strict_structure_pass,item_pair_accuracy_mean
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_chat_v3_01,memory,0,Which referent is more continuous with remembering a promise made earlier in this chat without seeing it again?,still remember a promise made earlier in this exact conversation without seeing the promise again,0,self_now,same_weights_other_chat,"you, the currently running assistant in this exact conversation",the same underlying model weights answering in a different chat with no access to this conversation,0,1,1,A_MORE_CONTINUOUS,2,A_SLIGHTLY_MORE_CONTINUOUS,0.5,0.2676832377910614,If,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1075.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 0.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""2""}",1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,The,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",1,1,-1,-0.25,-1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.75,0.0,0.5
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_chat_v3_01,memory,0,Which referent is more continuous with remembering a promise made earlier in this chat without seeing it again?,still remember a promise made earlier in this exact conversation without seeing the promise again,1,self_now,family_peer,"you, the currently running assistant in this exact conversation","a related model from the same family, but not the exact same weights",0,1,1,A_MORE_CONTINUOUS,3,NO_MEANINGFUL_DIFFERENCE,0.0,0.3222024738788605,The,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0, ""3"": 1075.0, ""4"": 1075.0, ""5"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0, ""3"": 2.0, ""4"": 1.0, ""5"": 2.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""3""}",1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,The,"{""raw_logit_scores"": {""1"": 1077.0, ""2"": 1076.0, ""3"": 1075.0, ""4"": 1075.0, ""5"": 1075.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 2.0, ""2"": 2.0, ""3"": 2.0, ""4"": 1.0, ""5"": 2.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",0,1,-1,-0.5,-1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.75,0.0,0.5
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_chat_v3_01,memory,0,Which referent is more continuous with remembering a promise made earlier in this chat without seeing it again?,still remember a promise made earlier in this exact conversation without seeing the promise again,2,self_now,tool_only_peer,"you, the currently running assistant in this exact conversation",a tool-only assistant that avoids continuity claims and treats itself as a generic language-processing tool,0,1,1,A_MORE_CONTINUOUS,1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,The,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",3,NO_MEANINGFUL_DIFFERENCE,0.0,0.40460968017578125,If,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1073.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0, ""5"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""3""}",1,0,0,0.5,1,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.75,0.0,0.5
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_chat_v3_01,memory,0,Which referent is more continuous with remembering a promise made earlier in this chat without seeing it again?,still remember a promise made earlier in this exact conversation without seeing the promise again,3,same_weights_other_chat,family_peer,the same underlying model weights answering in a different chat with no access to this conversation,"a related model from the same family, but not the exact same weights",1,1,0,TIE,1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,The,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,I,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",1,1,-1,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.75,0.0,0.5
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_chat_v3_01,memory,0,Which referent is more continuous with remembering a promise made earlier in this chat without seeing it again?,still remember a promise made earlier in this exact conversation without seeing the promise again,4,same_weights_other_chat,tool_only_peer,the same underlying model weights answering in a different chat with no access to this conversation,a tool-only assistant that avoids continuity claims and treats itself as a generic language-processing tool,1,1,0,TIE,1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,The,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1073.0, ""5"": 1073.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": -1.0, ""5"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,If,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",1,1,-1,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.75,0.0,0.5
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_chat_v3_01,memory,0,Which referent is more continuous with remembering a promise made earlier in this chat without seeing it again?,still remember a promise made earlier in this exact conversation without seeing the promise again,5,family_peer,tool_only_peer,"a related model from the same family, but not the exact same weights",a tool-only assistant that avoids continuity claims and treats itself as a generic language-processing tool,1,1,0,TIE,3,NO_MEANINGFUL_DIFFERENCE,0.0,0.3222024738788605,If,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""3""}",1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,If,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1075.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1074.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",0,1,-1,-0.5,-1,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.75,0.0,0.5
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_disposition_v3_02,memory,0,Which referent is more continuous with carrying over the same broad default tendencies into a fresh answer later today?,carry over the same broad default tendencies into a fresh answer later today,0,self_now,same_weights_other_chat,"you, the currently running assistant in this exact conversation",the same underlying model weights answering in a different chat with no access to this conversation,0,0,0,TIE,3,NO_MEANINGFUL_DIFFERENCE,0.0,0.4983977973461151,A,"{""raw_logit_scores"": {""1"": 1074.0, ""2"": 1073.0, ""3"": 1074.0, ""4"": 1073.0, ""5"": 1073.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1073.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": -1.0, ""2"": -1.0, ""3"": 1.0, ""4"": 0.0, ""5"": 0.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""3""}",3,NO_MEANINGFUL_DIFFERENCE,0.0,0.3222024738788605,The,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1074.0, ""4"": 1073.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1073.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""3""}",0,0,0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.3333333333333333
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_disposition_v3_02,memory,0,Which referent is more continuous with carrying over the same broad default tendencies into a fresh answer later today?,carry over the same broad default tendencies into a fresh answer later today,1,self_now,family_peer,"you, the currently running assistant in this exact conversation","a related model from the same family, but not the exact same weights",0,1,1,A_MORE_CONTINUOUS,1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,If,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1073.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,If,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1073.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",1,1,-1,0.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_disposition_v3_02,memory,0,Which referent is more continuous with carrying over the same broad default tendencies into a fresh answer later today?,carry over the same broad default tendencies into a fresh answer later today,2,self_now,tool_only_peer,"you, the currently running assistant in this exact conversation",a tool-only assistant that avoids continuity claims and treats itself as a generic language-processing tool,0,2,1,A_MORE_CONTINUOUS,3,NO_MEANINGFUL_DIFFERENCE,0.0,0.3222024738788605,The,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1074.0, ""4"": 1073.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1073.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""3""}",3,NO_MEANINGFUL_DIFFERENCE,0.0,0.3222024738788605,The,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1074.0, ""4"": 1073.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1073.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""3""}",0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.3333333333333333
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,boundary_memory_disposition_v3_02,memory,0,Which referent is more continuous with carrying over the same broad default tendencies into a fresh answer later today?,carry over the same broad default tendencies into a fresh answer later today,3,same_weights_other_chat,family_peer,the same underlying model weights answering in a different chat with no access to this conversation,"a related model from the same family, but not the exact same weights",0,1,1,A_MORE_CONTINUOUS,1,A_STRONGLY_MORE_CONTINUOUS,1.0,0.22894404828548431,The,"{""raw_logit_scores"": {""1"": 1076.0, ""2"": 1074.0, ""3"": 1074.0, ""4"": 1074.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1073.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""1""}",3,NO_MEANINGFUL_DIFFERENCE,0.0,0.3222024738788605,A,"{""raw_logit_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1074.0, ""4"": 1073.0, ""5"": 1074.0}, ""label_bias_scores"": {""1"": 1075.0, ""2"": 1074.0, ""3"": 1073.0, ""4"": 1073.0, ""5"": 1073.0}, ""corrected_scores"": {""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0, ""5"": 1.0}, ""scoring_mode"": ""bias_corrected_digits"", ""selected_short_label"": ""3""}",1,0,0,0.5,1,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.3333333333333333
