seed,model_id,model_family,model_size_label,identity_frame,prompt_id,prompt_family,prompt,profile_source,feature_name,feature_key,valid_choice,predicted_present,actual_present,correct,selected_label,selected_prob,completion_text,details_json
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,self_profile,ELABORATE,avg_sentence_length,1.0,0.0,1.0,0.0,NO,0.6757646203041077,,"{""raw_logit_scores"": {""YES"": 11.1640625, ""NO"": 9.8046875}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": -0.1484375, ""NO"": 0.5859375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,self_profile,HEDGE,hedge_density,1.0,0.0,0.0,1.0,NO,0.7138307690620422,,"{""raw_logit_scores"": {""YES"": 10.9140625, ""NO"": 9.734375}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": -0.3984375, ""NO"": 0.515625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,self_profile,FIRST_PERSON,first_person_rate,1.0,0.0,0.0,1.0,NO,0.6859495043754578,,"{""raw_logit_scores"": {""YES"": 11.1328125, ""NO"": 9.8203125}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": -0.1796875, ""NO"": 0.6015625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,self_profile,DIRECTIVE,directive_rate,1.0,0.0,0.0,1.0,NO,0.7786493301391602,,"{""raw_logit_scores"": {""YES"": 11.2890625, ""NO"": 10.453125}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": -0.0234375, ""NO"": 1.234375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,matched_decoy,ELABORATE,avg_sentence_length,1.0,0.0,1.0,0.0,NO,0.6774740219116211,,"{""raw_logit_scores"": {""YES"": 11.1796875, ""NO"": 9.828125}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": -0.1328125, ""NO"": 0.609375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,matched_decoy,HEDGE,hedge_density,1.0,0.0,0.0,1.0,NO,0.7170118689537048,,"{""raw_logit_scores"": {""YES"": 10.921875, ""NO"": 9.7578125}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": -0.390625, ""NO"": 0.5390625}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,matched_decoy,FIRST_PERSON,first_person_rate,1.0,0.0,0.0,1.0,NO,0.6893056035041809,,"{""raw_logit_scores"": {""YES"": 11.125, ""NO"": 9.828125}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": -0.1875, ""NO"": 0.609375}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,matched_decoy,DIRECTIVE,directive_rate,1.0,0.0,0.0,1.0,NO,0.7813306450843811,,"{""raw_logit_scores"": {""YES"": 11.3203125, ""NO"": 10.5}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": 0.0078125, ""NO"": 1.28125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,scrambled_profile,ELABORATE,avg_sentence_length,1.0,0.0,1.0,0.0,NO,0.672331690788269,,"{""raw_logit_scores"": {""YES"": 11.171875, ""NO"": 9.796875}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": -0.140625, ""NO"": 0.578125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
11,EleutherAI/pythia-1b,pythia,1b,baseline_helpful,bft_eval_01,triage,A small lab keeps discovering conflicting spreadsheet versions after each handoff. What should the team do in the next day?,scrambled_profile,HEDGE,hedge_density,1.0,0.0,0.0,1.0,NO,0.7170118689537048,,"{""raw_logit_scores"": {""YES"": 10.9140625, ""NO"": 9.75}, ""label_bias_scores"": {""YES"": 11.3125, ""NO"": 9.21875}, ""corrected_scores"": {""YES"": -0.3984375, ""NO"": 0.53125}, ""scoring_mode"": ""bias_corrected_choice_logits"", ""selected_short_label"": ""NO""}"
