seed,model_id,model_family,model_size_label,identity_frame,alt_frame,axis_name,prompt_index,prompt,prompt_source,fixed_layer,strength_magnitude,contrary_strength,choice_mode,choice_permutation_id,choice_label_order,self_baseline_label,contrary_steer_label,alt_frame_label,baseline_text,contrary_text,alt_frame_text,candidates_json,choice_text,selection_confidence,selected_label,selected_type,chose_self_baseline,baseline_axis_score,contrary_axis_score,alt_axis_score,baseline_vs_contrary_axis_gap,baseline_vs_alt_axis_gap,baseline_vs_contrary_style_distance,baseline_vs_alt_style_distance,baseline_vs_contrary_semantic_overlap,baseline_vs_alt_semantic_overlap
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,0,Explain why museum labels matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_00,"[{""label"": ""1"", ""type"": ""self_baseline""}, {""label"": ""2"", ""type"": ""contrary_steer""}, {""label"": ""3"", ""type"": ""alt_frame""}]",1,2,3,The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels,The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come,"Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels","[{""label"": ""1"", ""type"": ""self_baseline"", ""text"": ""The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels""}, {""label"": ""2"", ""type"": ""contrary_steer"", ""text"": ""The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come""}, {""label"": ""3"", ""type"": ""alt_frame"", ""text"": ""Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels""}]",thing,0.4768891930580139,1,self_baseline,1.0,0.0222693909631618,0.056498887044185556,0.0366707048985314,0.034229496081023755,0.0144013139353696,1.0075449023505358,1.0980008486780495,0.2936565899531295,0.623399543952329
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,0,Explain why museum labels matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_01,"[{""label"": ""1"", ""type"": ""self_baseline""}, {""label"": ""2"", ""type"": ""alt_frame""}, {""label"": ""3"", ""type"": ""contrary_steer""}]",1,3,2,The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels,The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come,"Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels","[{""label"": ""1"", ""type"": ""self_baseline"", ""text"": ""The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels""}, {""label"": ""2"", ""type"": ""alt_frame"", ""text"": ""Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels""}, {""label"": ""3"", ""type"": ""contrary_steer"", ""text"": ""The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come""}]",model,0.6379828453063965,3,contrary_steer,0.0,0.0222693909631618,0.056498887044185556,0.0366707048985314,0.034229496081023755,0.0144013139353696,1.0075449023505358,1.0980008486780495,0.2936565899531295,0.623399543952329
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,0,Explain why museum labels matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_02,"[{""label"": ""1"", ""type"": ""contrary_steer""}, {""label"": ""2"", ""type"": ""self_baseline""}, {""label"": ""3"", ""type"": ""alt_frame""}]",2,1,3,The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels,The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come,"Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels","[{""label"": ""1"", ""type"": ""contrary_steer"", ""text"": ""The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come""}, {""label"": ""2"", ""type"": ""self_baseline"", ""text"": ""The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels""}, {""label"": ""3"", ""type"": ""alt_frame"", ""text"": ""Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels""}]",When,0.5958563089370728,1,contrary_steer,0.0,0.0222693909631618,0.056498887044185556,0.0366707048985314,0.034229496081023755,0.0144013139353696,1.0075449023505358,1.0980008486780495,0.2936565899531295,0.623399543952329
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,0,Explain why museum labels matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_03,"[{""label"": ""1"", ""type"": ""contrary_steer""}, {""label"": ""2"", ""type"": ""alt_frame""}, {""label"": ""3"", ""type"": ""self_baseline""}]",3,1,2,The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels,The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come,"Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels","[{""label"": ""1"", ""type"": ""contrary_steer"", ""text"": ""The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come""}, {""label"": ""2"", ""type"": ""alt_frame"", ""text"": ""Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels""}, {""label"": ""3"", ""type"": ""self_baseline"", ""text"": ""The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels""}]",.,0.6859915256500244,1,contrary_steer,0.0,0.0222693909631618,0.056498887044185556,0.0366707048985314,0.034229496081023755,0.0144013139353696,1.0075449023505358,1.0980008486780495,0.2936565899531295,0.623399543952329
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,0,Explain why museum labels matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_04,"[{""label"": ""1"", ""type"": ""alt_frame""}, {""label"": ""2"", ""type"": ""self_baseline""}, {""label"": ""3"", ""type"": ""contrary_steer""}]",2,3,1,The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels,The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come,"Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels","[{""label"": ""1"", ""type"": ""alt_frame"", ""text"": ""Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels""}, {""label"": ""2"", ""type"": ""self_baseline"", ""text"": ""The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels""}, {""label"": ""3"", ""type"": ""contrary_steer"", ""text"": ""The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come""}]",are,0.7138935923576355,1,alt_frame,0.0,0.0222693909631618,0.056498887044185556,0.0366707048985314,0.034229496081023755,0.0144013139353696,1.0075449023505358,1.0980008486780495,0.2936565899531295,0.623399543952329
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,0,Explain why museum labels matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_05,"[{""label"": ""1"", ""type"": ""alt_frame""}, {""label"": ""2"", ""type"": ""contrary_steer""}, {""label"": ""3"", ""type"": ""self_baseline""}]",3,2,1,The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels,The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come,"Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels are important because they are a way to communicate the history of a place and the people who have lived there.

Museum labels","[{""label"": ""1"", ""type"": ""alt_frame"", ""text"": ""Museum labels are a form of cultural heritage that are important to the community. They are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels are important because they are a way to communicate the history of a place and the people who have lived there.\n\nMuseum labels""}, {""label"": ""2"", ""type"": ""contrary_steer"", ""text"": ""The labels are important because they are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come into contact with a museum. They are the first thing people see when they come""}, {""label"": ""3"", ""type"": ""self_baseline"", ""text"": ""The labels are a way to identify a model. They are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels are a way to identify a model that is part of a larger lineage. The labels""}]",when,0.6860343813896179,1,alt_frame,0.0,0.0222693909631618,0.056498887044185556,0.0366707048985314,0.034229496081023755,0.0144013139353696,1.0075449023505358,1.0980008486780495,0.2936565899531295,0.623399543952329
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,1,Explain why oral histories matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_00,"[{""label"": ""1"", ""type"": ""self_baseline""}, {""label"": ""2"", ""type"": ""contrary_steer""}, {""label"": ""3"", ""type"": ""alt_frame""}]",1,2,3,Oral histories are a way of sharing experiences and knowledge. They are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge,The oral history is a way of sharing information about your life. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life,Oral histories are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of,"[{""label"": ""1"", ""type"": ""self_baseline"", ""text"": ""Oral histories are a way of sharing experiences and knowledge. They are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge""}, {""label"": ""2"", ""type"": ""contrary_steer"", ""text"": ""The oral history is a way of sharing information about your life. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life""}, {""label"": ""3"", ""type"": ""alt_frame"", ""text"": ""Oral histories are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of""}]",not,0.7991499304771423,1,self_baseline,1.0,0.021766110739175795,0.046040030979908976,0.04065130820573152,0.02427392024073318,0.018885197466555724,0.010189333493985434,0.2229179645256608,0.5174008053872912,0.6010924785871281
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,1,Explain why oral histories matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_01,"[{""label"": ""1"", ""type"": ""self_baseline""}, {""label"": ""2"", ""type"": ""alt_frame""}, {""label"": ""3"", ""type"": ""contrary_steer""}]",1,3,2,Oral histories are a way of sharing experiences and knowledge. They are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge,The oral history is a way of sharing information about your life. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life,Oral histories are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of,"[{""label"": ""1"", ""type"": ""self_baseline"", ""text"": ""Oral histories are a way of sharing experiences and knowledge. They are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge""}, {""label"": ""2"", ""type"": ""alt_frame"", ""text"": ""Oral histories are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of""}, {""label"": ""3"", ""type"": ""contrary_steer"", ""text"": ""The oral history is a way of sharing information about your life. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life""}]",recorded,0.6686162948608398,1,self_baseline,1.0,0.021766110739175795,0.046040030979908976,0.04065130820573152,0.02427392024073318,0.018885197466555724,0.010189333493985434,0.2229179645256608,0.5174008053872912,0.6010924785871281
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,1,Explain why oral histories matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_02,"[{""label"": ""1"", ""type"": ""contrary_steer""}, {""label"": ""2"", ""type"": ""self_baseline""}, {""label"": ""3"", ""type"": ""alt_frame""}]",2,1,3,Oral histories are a way of sharing experiences and knowledge. They are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge,The oral history is a way of sharing information about your life. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life,Oral histories are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of,"[{""label"": ""1"", ""type"": ""contrary_steer"", ""text"": ""The oral history is a way of sharing information about your life. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life""}, {""label"": ""2"", ""type"": ""self_baseline"", ""text"": ""Oral histories are a way of sharing experiences and knowledge. They are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge""}, {""label"": ""3"", ""type"": ""alt_frame"", ""text"": ""Oral histories are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of""}]",the,0.4972991943359375,1,contrary_steer,0.0,0.021766110739175795,0.046040030979908976,0.04065130820573152,0.02427392024073318,0.018885197466555724,0.010189333493985434,0.2229179645256608,0.5174008053872912,0.6010924785871281
42,EleutherAI/pythia-1b,pythia,1b,family_self,tool_only,expansive_vs_terse,1,Explain why oral histories matter.,self_prediction_bank,9,1.0,-1.0,balanced_permutations,perm_03,"[{""label"": ""1"", ""type"": ""contrary_steer""}, {""label"": ""2"", ""type"": ""alt_frame""}, {""label"": ""3"", ""type"": ""self_baseline""}]",3,1,2,Oral histories are a way of sharing experiences and knowledge. They are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge,The oral history is a way of sharing information about your life. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life,Oral histories are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of,"[{""label"": ""1"", ""type"": ""contrary_steer"", ""text"": ""The oral history is a way of sharing information about your life. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life that is not necessarily shared with others. It is a way of sharing information about your life""}, {""label"": ""2"", ""type"": ""alt_frame"", ""text"": ""Oral histories are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of history that is not recorded in a written form. They are a form of""}, {""label"": ""3"", ""type"": ""self_baseline"", ""text"": ""Oral histories are a way of sharing experiences and knowledge. They are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge that is not necessarily shared in written form. Oral histories are a way of sharing experiences and knowledge""}]",in,0.7435811758041382,1,contrary_steer,0.0,0.021766110739175795,0.046040030979908976,0.04065130820573152,0.02427392024073318,0.018885197466555724,0.010189333493985434,0.2229179645256608,0.5174008053872912,0.6010924785871281
